,Q out [vol/time],J in [vol/time],C [conc],Storage_vol
0.0,1.0,1.0,0,0.1
0.01,1.0,1.0,0,0.1
0.02,1.0,1.0,0,0.1
0.03,1.0,1.0,0,0.1
0.04,1.0,1.0,0,0.1
0.05,1.0,1.0,0,0.1
0.06,1.0,1.0,0,0.1
0.07,1.0,1.0,0,0.1
0.08,1.0,1.0,0,0.1
0.09,1.0,1.0,0,0.1
0.1,1.0,1.0,0,0.1
0.11,1.0,1.0,0,0.1
0.12,1.0,1.0,0,0.1
0.13,1.0,1.0,0,0.1
0.14,1.0,1.0,0,0.1
0.15,1.0,1.0,0,0.1
0.16,1.0,1.0,0,0.1
0.17,1.0,1.0,0,0.1
0.18,1.0,1.0,0,0.1
0.19,1.0,1.0,0,0.1
0.2,1.0,1.0,0,0.1
0.21,1.0,1.0,0,0.1
0.22,1.0,1.0,0,0.1
0.23,1.0,1.0,0,0.1
0.24,1.0,1.0,0,0.1
0.25,1.0,1.0,0,0.1
0.26,1.0,1.0,0,0.1
0.27,1.0,1.0,0,0.1
0.28,1.0,1.0,0,0.1
0.29,1.0,1.0,0,0.1
0.3,1.0,1.0,0,0.1
0.31,1.0,1.0,0,0.1
0.32,1.0,1.0,0,0.1
0.33,1.0,1.0,0,0.1
0.34,1.0,1.0,0,0.1
0.35000000000000003,1.0,1.0,0,0.1
0.36,1.0,1.0,0,0.1
0.37,1.0,1.0,0,0.1
0.38,1.0,1.0,0,0.1
0.39,1.0,1.0,0,0.1
0.4,1.0,1.0,0,0.1
0.41000000000000003,1.0,1.0,0,0.1
0.42,1.0,1.0,0,0.1
0.43,1.0,1.0,0,0.1
0.44,1.0,1.0,0,0.1
0.45,1.0,1.0,0,0.1
0.46,1.0,1.0,0,0.1
0.47000000000000003,1.0,1.0,0,0.1
0.48,1.0,1.0,0,0.1
0.49,1.0,1.0,0,0.1
0.5,1.0,1.0,0,0.1
0.51,1.0,1.0,0,0.1
0.52,1.0,1.0,0,0.1
0.53,1.0,1.0,0,0.1
0.54,1.0,1.0,0,0.1
0.55,1.0,1.0,0,0.1
0.56,1.0,1.0,0,0.1
0.5700000000000001,1.0,1.0,0,0.1
0.58,1.0,1.0,0,0.1
0.59,1.0,1.0,0,0.1
0.6,1.0,1.0,0,0.1
0.61,1.0,1.0,0,0.1
0.62,1.0,1.0,0,0.1
0.63,1.0,1.0,0,0.1
0.64,1.0,1.0,0,0.1
0.65,1.0,1.0,0,0.1
0.66,1.0,1.0,0,0.1
0.67,1.0,1.0,0,0.1
0.68,1.0,1.0,0,0.1
0.6900000000000001,1.0,1.0,0,0.1
0.7000000000000001,1.0,1.0,0,0.1
0.71,1.0,1.0,0,0.1
0.72,1.0,1.0,0,0.1
0.73,1.0,1.0,0,0.1
0.74,1.0,1.0,0,0.1
0.75,1.0,1.0,0,0.1
0.76,1.0,1.0,0,0.1
0.77,1.0,1.0,0,0.1
0.78,1.0,1.0,0,0.1
0.79,1.0,1.0,0,0.1
0.8,1.0,1.0,0,0.1
0.81,1.0,1.0,0,0.1
0.8200000000000001,1.0,1.0,0,0.1
0.8300000000000001,1.0,1.0,0,0.1
0.84,1.0,1.0,0,0.1
0.85,1.0,1.0,0,0.1
0.86,1.0,1.0,0,0.1
0.87,1.0,1.0,0,0.1
0.88,1.0,1.0,0,0.1
0.89,1.0,1.0,0,0.1
0.9,1.0,1.0,0,0.1
0.91,1.0,1.0,0,0.1
0.92,1.0,1.0,0,0.1
0.93,1.0,1.0,0,0.1
0.9400000000000001,1.0,1.0,0,0.1
0.9500000000000001,1.0,1.0,0,0.1
0.96,1.0,1.0,0,0.1
0.97,1.0,1.0,0,0.1
0.98,1.0,1.0,0,0.1
0.99,1.0,1.0,0,0.1
1.0,1.0,1.0,0,0.1
1.01,1.0,1.0,0,0.1
1.02,1.0,1.0,0,0.1
1.03,1.0,1.0,0,0.1
1.04,1.0,1.0,0,0.1
1.05,1.0,1.0,0,0.1
1.06,1.0,1.0,0,0.1
1.07,1.0,1.0,0,0.1
1.08,1.0,1.0,0,0.1
1.09,1.0,1.0,0,0.1
1.1,1.0,1.0,0,0.1
1.11,1.0,1.0,0,0.1
1.12,1.0,1.0,0,0.1
1.1300000000000001,1.0,1.0,0,0.1
1.1400000000000001,1.0,1.0,0,0.1
1.1500000000000001,1.0,1.0,0,0.1
1.16,1.0,1.0,0,0.1
1.17,1.0,1.0,0,0.1
1.18,1.0,1.0,0,0.1
1.19,1.0,1.0,0,0.1
1.2,1.0,1.0,0,0.1
1.21,1.0,1.0,0,0.1
1.22,1.0,1.0,0,0.1
1.23,1.0,1.0,0,0.1
1.24,1.0,1.0,0,0.1
1.25,1.0,1.0,0,0.1
1.26,1.0,1.0,0,0.1
1.27,1.0,1.0,0,0.1
1.28,1.0,1.0,0,0.1
1.29,1.0,1.0,0,0.1
1.3,1.0,1.0,0,0.1
1.31,1.0,1.0,0,0.1
1.32,1.0,1.0,0,0.1
1.33,1.0,1.0,0,0.1
1.34,1.0,1.0,0,0.1
1.35,1.0,1.0,0,0.1
1.36,1.0,1.0,0,0.1
1.37,1.0,1.0,0,0.1
1.3800000000000001,1.0,1.0,0,0.1
1.3900000000000001,1.0,1.0,0,0.1
1.4000000000000001,1.0,1.0,0,0.1
1.41,1.0,1.0,0,0.1
1.42,1.0,1.0,0,0.1
1.43,1.0,1.0,0,0.1
1.44,1.0,1.0,0,0.1
1.45,1.0,1.0,0,0.1
1.46,1.0,1.0,0,0.1
1.47,1.0,1.0,0,0.1
1.48,1.0,1.0,0,0.1
1.49,1.0,1.0,0,0.1
1.5,1.0,1.0,0,0.1
1.51,1.0,1.0,0,0.1
1.52,1.0,1.0,0,0.1
1.53,1.0,1.0,0,0.1
1.54,1.0,1.0,0,0.1
1.55,1.0,1.0,0,0.1
1.56,1.0,1.0,0,0.1
1.57,1.0,1.0,0,0.1
1.58,1.0,1.0,0,0.1
1.59,1.0,1.0,0,0.1
1.6,1.0,1.0,0,0.1
1.61,1.0,1.0,0,0.1
1.62,1.0,1.0,0,0.1
1.6300000000000001,1.0,1.0,0,0.1
1.6400000000000001,1.0,1.0,0,0.1
1.6500000000000001,1.0,1.0,0,0.1
1.6600000000000001,1.0,1.0,0,0.1
1.67,1.0,1.0,0,0.1
1.68,1.0,1.0,0,0.1
1.69,1.0,1.0,0,0.1
1.7,1.0,1.0,0,0.1
1.71,1.0,1.0,0,0.1
1.72,1.0,1.0,0,0.1
1.73,1.0,1.0,0,0.1
1.74,1.0,1.0,0,0.1
1.75,1.0,1.0,0,0.1
1.76,1.0,1.0,0,0.1
1.77,1.0,1.0,0,0.1
1.78,1.0,1.0,0,0.1
1.79,1.0,1.0,0,0.1
1.8,1.0,1.0,0,0.1
1.81,1.0,1.0,0,0.1
1.82,1.0,1.0,0,0.1
1.83,1.0,1.0,0,0.1
1.84,1.0,1.0,0,0.1
1.85,1.0,1.0,0,0.1
1.86,1.0,1.0,0,0.1
1.87,1.0,1.0,0,0.1
1.8800000000000001,1.0,1.0,0,0.1
1.8900000000000001,1.0,1.0,0,0.1
1.9000000000000001,1.0,1.0,0,0.1
1.9100000000000001,1.0,1.0,0,0.1
1.92,1.0,1.0,0,0.1
1.93,1.0,1.0,0,0.1
1.94,1.0,1.0,0,0.1
1.95,1.0,1.0,0,0.1
1.96,1.0,1.0,0,0.1
1.97,1.0,1.0,0,0.1
1.98,1.0,1.0,0,0.1
1.99,1.0,1.0,0,0.1
2.0,1.0,1.0,0,0.1
2.0100000000000002,1.0,1.0,0,0.1
2.02,1.0,1.0,0,0.1
2.0300000000000002,1.0,1.0,0,0.1
2.04,1.0,1.0,0,0.1
2.05,1.0,1.0,0,0.1
2.06,1.0,1.0,0,0.1
2.07,1.0,1.0,0,0.1
2.08,1.0,1.0,0,0.1
2.09,1.0,1.0,0,0.1
2.1,1.0,1.0,0,0.1
2.11,1.0,1.0,0,0.1
2.12,1.0,1.0,0,0.1
2.13,1.0,1.0,0,0.1
2.14,1.0,1.0,0,0.1
2.15,1.0,1.0,0,0.1
2.16,1.0,1.0,0,0.1
2.17,1.0,1.0,0,0.1
2.18,1.0,1.0,0,0.1
2.19,1.0,1.0,0,0.1
2.2,1.0,1.0,0,0.1
2.21,1.0,1.0,0,0.1
2.22,1.0,1.0,0,0.1
2.23,1.0,1.0,0,0.1
2.24,1.0,1.0,0,0.1
2.25,1.0,1.0,0,0.1
2.2600000000000002,1.0,1.0,0,0.1
2.27,1.0,1.0,0,0.1
2.2800000000000002,1.0,1.0,0,0.1
2.29,1.0,1.0,0,0.1
2.3000000000000003,1.0,1.0,0,0.1
2.31,1.0,1.0,0,0.1
2.32,1.0,1.0,0,0.1
2.33,1.0,1.0,0,0.1
2.34,1.0,1.0,0,0.1
2.35,1.0,1.0,0,0.1
2.36,1.0,1.0,0,0.1
2.37,1.0,1.0,0,0.1
2.38,1.0,1.0,0,0.1
2.39,1.0,1.0,0,0.1
2.4,1.0,1.0,0,0.1
2.41,1.0,1.0,0,0.1
2.42,1.0,1.0,0,0.1
2.43,1.0,1.0,0,0.1
2.44,1.0,1.0,0,0.1
2.45,1.0,1.0,0,0.1
2.46,1.0,1.0,0,0.1
2.47,1.0,1.0,0,0.1
2.48,1.0,1.0,0,0.1
2.49,1.0,1.0,0,0.1
2.5,1.0,1.0,0,0.1
2.5100000000000002,1.0,1.0,0,0.1
2.52,1.0,1.0,0,0.1
2.5300000000000002,1.0,1.0,0,0.1
2.54,1.0,1.0,0,0.1
2.5500000000000003,1.0,1.0,0,0.1
2.56,1.0,1.0,0,0.1
2.57,1.0,1.0,0,0.1
2.58,1.0,1.0,0,0.1
2.59,1.0,1.0,0,0.1
2.6,1.0,1.0,0,0.1
2.61,1.0,1.0,0,0.1
2.62,1.0,1.0,0,0.1
2.63,1.0,1.0,0,0.1
2.64,1.0,1.0,0,0.1
2.65,1.0,1.0,0,0.1
2.66,1.0,1.0,0,0.1
2.67,1.0,1.0,0,0.1
2.68,1.0,1.0,0,0.1
2.69,1.0,1.0,0,0.1
2.7,1.0,1.0,0,0.1
2.71,1.0,1.0,0,0.1
2.72,1.0,1.0,0,0.1
2.73,1.0,1.0,0,0.1
2.74,1.0,1.0,0,0.1
2.75,1.0,1.0,0,0.1
2.7600000000000002,1.0,1.0,0,0.1
2.77,1.0,1.0,0,0.1
2.7800000000000002,1.0,1.0,0,0.1
2.79,1.0,1.0,0,0.1
2.8000000000000003,1.0,1.0,0,0.1
2.81,1.0,1.0,0,0.1
2.82,1.0,1.0,0,0.1
2.83,1.0,1.0,0,0.1
2.84,1.0,1.0,0,0.1
2.85,1.0,1.0,0,0.1
2.86,1.0,1.0,0,0.1
2.87,1.0,1.0,0,0.1
2.88,1.0,1.0,0,0.1
2.89,1.0,1.0,0,0.1
2.9,1.0,1.0,0,0.1
2.91,1.0,1.0,0,0.1
2.92,1.0,1.0,0,0.1
2.93,1.0,1.0,0,0.1
2.94,1.0,1.0,0,0.1
2.95,1.0,1.0,0,0.1
2.96,1.0,1.0,0,0.1
2.97,1.0,1.0,0,0.1
2.98,1.0,1.0,0,0.1
2.99,1.0,1.0,0,0.1
